22280,с.,Долна Хубавка,TGV,TGV22,TGV22-46,3,7,5,1825,25,1539,Y
22304,с.,Долни Богров,SOF,SOF46,SOF46-51,3,5,6,1825,21,1540,Y
22318,с.,Долни Бошняк,VID,VID09,VID09-00,3,8,2,1825,05,1541,Y
22321,с.,Долни Вадин,VRC,VRC31,VRC31-00,3,7,2,1825,06,1542,Y
22335,с.,Долни Вит,PVN,PVN08,PVN08-04,3,7,1,1825,14,1543,Y
22352,с.,Долни Върпища,GAB,GAB12,GAB12-02,3,8,5,1825,07,1544,Y
22375,с.,Долни Главанак,HKV,HKV18,HKV18-04,3,7,4,1825,26,1545,Y
22383,с.,Долни Дамяновци,VTR,VTR04,VTR04-00,3,8,6,1825,04,1546,Y
22397,с.,Долни Драгойча,GAB,GAB12,GAB12-02,3,8,5,1825,07,1547,Y
22407,гр.,Долни Дъбник,PVN,PVN11,PVN11-00,1,4,2,1825,14,1548,Y
22410,с.,Долни Коритен,KNL,KNL50,KNL50-00,3,8,7,1825,09,1549,Y
22424,с.,Долни Лом,VID,VID37,VID37-00,3,7,5,1825,05,1550,Y
22438,с.,Долни Луковит,PVN,PVN23,PVN23-01,3,5,2,1825,14,1551,Y
22441,с.,Долни Маренци,GAB,GAB35,GAB35-04,3,8,6,1825,07,1552,Y
22455,с.,Долни Марян,VTR,VTR13,VTR13-00,3,8,4,1825,04,1553,Y
22469,с.,Долни Окол,SFO,SFO39,SFO39-00,3,7,7,1825,22,1554,Y
22472,с.,Долни Пасарел,SOF,SOF46,SOF46-56,3,5,7,1825,21,1555,Y
22486,с.,Долни Радковци,GAB,GAB35,GAB35-04,3,8,7,1825,07,1556,Y
22490,с.,Долни Раковец,PER,PER36,PER36-27,3,6,6,1825,13,1557,Y
22506,с.,Долни Романци,PER,PER08,PER08-00,3,8,7,1825,13,1558,Y
22513,с.,Долни Танчевци,VTR,VTR13,VTR13-00,3,8,6,1825,04,1559,Y
22527,с.,Долни Томчевци,GAB,GAB35,GAB35-00,3,8,6,1825,07,1560,Y
22530,с.,Долни Цибър,MON,MON11,MON11-05,3,5,1,1825,11,1561,Y
21912,гр.,Долни чифлик,VAR,VAR13,VAR13-00,1,3,1,1825,03,1562,Y
22544,с.,Долни Юруци,KRZ,KRZ15,KRZ15-00,3,8,5,1825,08,1563,Y
22558,с.,Долно Абланово,RSE,RSE27,RSE27-00,3,7,3,1825,17,1564,Y
22561,с.,Долно Белево,HKV,HKV09,HKV09-00,3,7,3,1825,26,1565,Y
3736,с.,Долно Белотинци,MON,MON29,MON29-03,3,6,3,1825,11,1566,Y
22575,с.,Долно Ботево,HKV,HKV30,HKV30-16,3,6,4,1825,26,1567,Y
22589,с.,Долно Войводино,HKV,HKV34,HKV34-00,3,7,4,1825,26,1568,Y
22592,с.,Долно вършило,PAZ,PAZ29,PAZ29-00,3,8,6,1825,12,1569,Y
24949,с.,Долно Големанци,HKV,HKV34,HKV34-11,3,6,3,1825,26,1570,Y
22602,с.,Долно Драглище,BLG,BLG37,BLG37-06,3,6,7,1825,01,1571,Y
22616,с.,Долно Дряново,BLG,BLG13,BLG13-04,3,5,7,1825,01,1572,Y
22633,с.,Долно изворово,SZR,SZR12,SZR12-04,3,6,5,1825,23,1573,Y
22647,с.,Долно Камарци,SFO,SFO10,SFO10-07,3,6,6,1825,22,1574,Y
22650,с.,Долно Кобиле,KNL,KNL50,KNL50-00,3,8,7,1825,09,1575,Y
22664,с.,Долно Козарево,TGV,TGV22,TGV22-47,3,7,5,1825,25,1576,Y
22678,с.,Долно Къпиново,KRZ,KRZ14,KRZ14-11,3,7,5,1825,08,1577,Y
22695,с.,Долно Линево,MON,MON24,MON24-00,3,7,2,1825,11,1578,Y
22705,с.,Долно Луково,HKV,HKV11,HKV11-00,3,8,2,1825,26,1579,Y
22719,с.,Долно Новково,TGV,TGV22,TGV22-00,3,7,5,1825,25,1580,Y
22722,с.,Долно ново село,SFO,SFO16,SFO16-00,3,8,6,1825,22,1581,Y
22736,с.,Долно ново село,SZR,SZR04,SZR04-00,3,8,5,1825,23,1582,Y
22747,с.,Долно Озирово,MON,MON12,MON12-04,3,6,4,1825,11,1583,Y
22753,с.,Долно Осеново,BLG,BLG44,BLG44-03,3,5,7,1825,01,1584,Y
22770,с.,Долно поле,HKV,HKV30,HKV30-00,3,8,4,1825,26,1585,Y
22784,с.,Долно Прахово,KRZ,KRZ02,KRZ02-08,3,8,6,1825,08,1586,Y
22798,с.,Долно Ряхово,SLS,SLS07,SLS07-24,3,7,2,1825,18,1587,Y
22808,с.,Долно Сахране,SZR,SZR24,SZR24-06,3,5,5,1825,23,1588,Y
22811,с.,Долно село,KNL,KNL29,KNL29-00,3,7,7,1825,09,1589,Y
22842,с.,Долно Спанчево,BLG,BLG33,BLG33-00,3,8,3,1825,01,1590,Y
22856,с.,Долно Съдиево,HKV,HKV18,HKV18-05,3,8,5,1825,26,1591,Y
22862,с.,Долно Уйно,KNL,KNL29,KNL29-00,3,8,6,1825,09,1592,Y
22873,с.,Долно Церовене,MON,MON38,MON38-01,3,6,3,1825,11,1593,Y
22887,с.,Долно Черковище,HKV,HKV30,HKV30-17,3,6,3,1825,26,1594,Y
22890,с.,Долно Шивачево,VTR,VTR14,VTR14-00,3,8,6,1825,04,1595,Y
22914,с.,Долно Ябълково,BGS,BGS06,BGS06-00,3,8,4,1825,02,1596,Y
22825,с.,Долноселци,HKV,HKV11,HKV11-00,3,8,5,1825,26,1597,Y
22839,с.,Долнослав,PDV,PDV01,PDV01-00,3,7,5,1825,15,1598,Y
22928,с.,Домище,KRZ,KRZ14,KRZ14-12,3,6,5,1825,08,1599,Y
22931,с.,Домлян,PDV,PDV13,PDV13-08,3,7,5,1825,15,1600,Y
22945,с.,Дондуково,MON,MON07,MON07-03,3,7,2,1825,11,1601,Y
22959,с.,Донино,GAB,GAB05,GAB05-00,3,7,6,1825,07,1602,Y
22962,с.,Донкино,GAB,GAB35,GAB35-04,3,8,6,1825,07,1603,Y
22976,с.,Донковци,VTR,VTR13,VTR13-00,3,8,5,1825,04,1604,Y
22988,с.,Дончево,DOB,DOB15,DOB15-20,3,5,4,1825,24,1605,Y
22993,с.,Дончовци,GAB,GAB35,GAB35-00,3,8,6,1825,07,1606,Y
23008,с.,Дорково,PAZ,PAZ24,PAZ24-01,3,5,7,1825,12,1607,Y
23011,с.,Доситеево,HKV,HKV33,HKV33-00,3,7,2,1825,26,1608,Y
23025,гр.,Доспат,SML,SML10,SML10-00,1,4,8,1825,20,1609,Y
23039,с.,Доспей,SFO,SFO39,SFO39-09,3,6,7,1825,22,1610,Y
23042,с.,Доча,GAB,GAB12,GAB12-02,3,8,5,1825,07,1611,Y
23056,с.,Драбишна,HKV,HKV11,HKV11-00,3,8,3,1825,26,1612,Y
23060,с.,Драгана,LOV,LOV36,LOV36-00,3,7,4,1825,10,1613,Y
23073,с.,Драганица,MON,MON12,MON12-00,3,7,5,1825,11,1614,Y
23087,с.,Драгановец,TGV,TGV35,TGV35-13,3,6,4,1825,25,1615,Y
23090,с.,Драганово,BGS,BGS04,BGS04-05,3,7,4,1825,02,1616,Y
23100,с.,Драганово,VTR,VTR06,VTR06-05,3,5,2,1825,04,1617,Y
